id	question	doc-id-list	answers
2585760288019916975	what happened elliot on law and order svu	849301369_5621-6697	In the season 12 finale, Elliot is forced to shoot and kill a young woman who opens fire in the Special Victims squad room. After the shootout, Stabler is placed on administrative leave. If Elliot wants to keep his job, he's gonna have to submit to a psych eval, anger management, a lot of hoops. Elliot subsequently retires from the police force off screen during the thirteenth season premiere.
-3479235203490019229	what is the relative location of denver colorado	828157188_2600-3411	Denver is in the South Platte River Valley on the western edge of the High Plains just east of the Front Range of the Rocky Mountains. Denver is nicknamed the Mile High City because its official elevation is exactly one mile above sea level. The 105th meridian west of Greenwich, the longitudinal reference for the Mountain Time Zone, passes directly through Denver Union Station.
-4010231139213134748	who is the congresswoman that wears cowboy hats	850913630_11260-11668	Frederica Wilson is an avid wearer of hats and wears one every day.
-3753500887266144379	which hemisphere is more specialized for expression of emotions	799063494_2126-2651	The right hemisphere has more control over emotion than left hemisphere.
-4503872961585527324	where was dead man tell no tales filmed	804954945_20852-22096	The fifth installment was set to shoot exclusively in Australia.  Filming took place exclusively in Queensland, Australia including Village Roadshow Studios and the Whitsunday Islands.
-548668217744863515	where is the thymus located and what is its function	837000521_458-1398	The thymus is composed of two identical lobes and is located anatomically in the anterior superior mediastinum, in front of the heart and behind the sternum. The thymus is a specialized primary lymphoid organ of the immune system and within the thymus, T cells mature.
-2651292776619226354	how is the formation of an alluvial fan similar to the formation of a delta	825816846_4191-5051	The more often the flow changes course, the shape develops as closer to an ideal fan, because more rapid changes in channel position results in more uniform deposition of sediment on the delta front. Alluvial fan deltas, as seen by their name, avulse frequently and more closely approximate an ideal fan shape.::Depositional processes force redistribution of deposition from areas of high deposition to areas of low deposition which results in the smoothing of the planform shape of the delta, and because the sediment is laid down in this fashion, the shape of these deltas approximates a fan. The more often the flow changes course, the shape develops as closer to an ideal fan. Alluvial fan deltasavulse frequently and more closely approximate an ideal fan shape.
-2011236357893313999	who were the jacobins what form of government did they favor	855809585_1345-2139	The Society of the Friends of the Constitution, after 1792 renamed Society of the Jacobins, was the most influential political club during the French Revolution. Initially founded in 1789 by anti-Royalist deputies from Brittany, the Club grew into a nationwide republican movement, with a membership estimated at a half million or more.::The Jacobins was initially founded in 1789 by anti-Royalist deputies from Brittany and the Club grew into a nationwide republican movement. The Jacobin Club was heterogeneous and included both prominent parliamentary factions of the early 1790s , the Mountain and the Girondins .
1120910027749566987	should average rate of return be high or low	828105367_1441-2207	Accounting rate of return , also known as the Average rate of return , or ARR is a financial ratio used in capital budgeting . ARR calculates the return , generated from net income of the proposed capital investment . If the ARR is equal to or greater than the required rate of return , the project is acceptable . If it is less than the desired rate , it should be rejected . When comparing investments , the higher the ARR , the more attractive the investment .::The higher the accounting rate of return, ARR, the more attractive the investment.  If the ARR is equal to or greater than the required rate of return , the project is acceptable, and if it is less than the desired rate , it should be rejected.
-1009847412058623740	how does tara die on sons of anarchy	793038421_23211-23877	Gemma comes out of the laundry room and lunges for Tara, who can not escape in time. Tara struggles against Gemma's beating and her head is badly smashed on the sink, where Gemma then attempts to drown her. In one of the show's most gruesome moments, Tara struggles for several seconds before Gemma grabs a barbecue fork and stabs Tara multiple times in the back of the head and her neck. Blood gushing out of the back of her head, Tara collapses and dies.::Gemma comes out of the laundry room and lunges for Tara, who can not escape in time. Tara struggles against Gemma's beating and her head is badly smashed on the sink, where Gemma then attempts to drown her. Tara struggles for several seconds before Gemma grabs a barbecue fork and stabs her multiple times in the back of the head and her neck. Tara then collapses and dies.
-2421097959159398117	who proposed that atoms are the basic units of matter	845305320_4200-4964	The idea that matter is made up of discrete units is a very old idea , appearing in many ancient cultures such as Greece and India . It was not until the 19th century that the idea was embraced and refined by scientists , when the blossoming science of chemistry produced discoveries that only the concept of atoms could explain .
-684062963020109046	where is the chicxulub crater and how old is it	804605286_564-1626	The Chicxulub crater is buried underneath the Yucatán Peninsula in Mexico, near the town of Chicxulub, and is dated slightly less than 66 million years ago.
-2288784051186522082	what episode do jim and pam go to schrute farms	804350189_1035-1789	In the episode Pam and Jim visit Dwight's family farm, which he has fashioned into a bed and breakfast.::Pam and Jim visit Dwight's family farm in the Money episode.
3010411294879704327	summary of the speech i have a dream	842397555_760-1629	"Beginning with a reference to the Emancipation Proclamation, which freed millions of slaves in 1863, King observes that: ``one hundred years later, the Negro still is not free''. King described his dreams of freedom and equality arising from a land of slavery and hatred. Jon Meacham writes that, ``With a single phrase, Martin Luther King Jr. joined Jefferson and Lincoln in the ranks of men who've shaped modern America''.::King began it with a reference to the Emancipation Proclamation and observed that one hundred years later, the Negro were still not free. Toward the end of the speech, King improvised peroration on the theme ""I have a dream"" and described his dreams of freedom and equality arising from a land of slavery and hatred."
-3860285699704079608	how does the musculoskeletal system work to produce movement	837756901_1078-1519	Bones are connected to other bones and muscle fibers via connective tissue such as tendons and ligaments. The bones provide stability and muscles keep bones in place. To allow motion, different bones are connected by joints and muscles contract to move the bone attached at the joint.
-66875852591607549	how do you get two queens in chess	839134663_162-919	Promotion is a chess rule that requires a pawn that reaches its eighth rank to be immediately replaced by the player's choice of a queen, knight, rook or bishop of the same color. The choice of new piece is not limited to pieces previously captured, thus promotion can result in a player owning, for example, two or more queens despite starting the game with one.
-6868268499626147531	role of institutional review board in clinical research	819907431_221-1200	An institutional review board (IRB) is a type of committee that applies research ethics by reviewing the methods proposed for research to ensure that they are ethical. The purpose of the IRB is to assure that appropriate steps are taken to protect the rights and welfare of humans participating as subjects in a research study.::An institutional review board (IRB) applies research ethics by reviewing the methods proposed for research to ensure that they are ethical. It is  designated to approve, monitor , and review biomedical and behavioral research involving humans, and often conducts risk-benefit analysis to determine whether or not research should be completed. It is to assure that appropriate steps are taken to protect the rights and welfare of humans participating as subjects in a research study. It is also to safeguard ethical conduct of research concerning both national and international norms , regulations or codes.
2741385560692613774	where does fast and furious 2 take place	803443283_2063-3839	Brian O'Conner relocates from Los Angeles to Miami, then travels to Barstow, California.
-118424254834236279	when was first planet outside solar system discovered	853681430_537-1079	The first evidence of an exoplanet was noted as early as 1917, but was not recognized as such. The first scientific detection of an exoplanet was in 1988, although it was not accepted as an exoplanet until later. The first confirmed detection occurred in 1992.::The first evidence of an exoplanet was noted in 1917, however , the first scientific detection of an exoplanet was in 1988 , but it was not accepted as an exoplanet until later. The first confirmed detection occurred in 1992 .
2604748645120815171	who started the united states secret service and why	826986281_11467-12872	The legislation creating the agency was on Abraham Lincoln's desk the night he was assassinated. With a reported one third of the currency in circulation being counterfeit at the time, the Secret Service was created on July 5, 1865 in Washington, D.C., to suppress counterfeit currency. Chief William P. Wood was sworn in by Secretary of the Treasury Hugh McCulloch.
-3967607375776185394	how did the iran crisis increase cold war tension	851887398_2238-3225	In the aftermath of the occupation of Iran, those Allied forces agreed to withdraw from Iran within six months after the cessation of hostilities, but the Soviets, under Joseph Stalin, remained in Iran. Soon, the alliance of the Kurdish and People's Azerbaijani forces, supported in arms and training by the Soviet Union, engaged in fighting with Iranian forces. Diplomatic pressure on the Soviets by the United States eventually led to Soviet withdrawal and dissolution of the separatist Azeri and Kurdish states.::In the aftermath of the occupation of Iran, the Allied forces agreed to withdraw from Iran within six months after the cessation of hostilities, but the Soviets remained in Iran. Soon, the alliance of the Kurdish and People's Azerbaijani forces, supported in arms and training by the Soviet Union, engaged in fighting with Iranian forces resulting in a total of 2,000 casualties.
2226332473483246929	actors who played lucky spencer on general hospital	801358416_1469-2523	Lucky Spencer, a fictional character from the ABC Daytime soap opera, General Hospital, was played by Jonathan Jackson, Jacob Young and Greg Vaughan.
-9141547317288423391	where did hear no evil see no evil speak no evil come from	834271117_1895-2577	The philosophy of the Three wise monkeys probably originally came to Japan with a Tendai - Buddhist legend, from China in the 8th century. The source that popularized this pictorial maxim is a 17th - century carving over a door of the famous Tōshō - gū shrine in Nikkō, Japan.::A 17th - century carving by Hidari Jingoro over a door of Toshogu Shrine in Nikkō , Japan and believed to have incorporated Confucius 's Code of Conduct , using the monkey as a way to depict man 's life cycle, where  the iconic three wise monkeys are in panel 2 from a total of 8 panels. The philosophy probably originally came to Japan with a Tendai - Buddhist legend , from China in the 8th century.
3862701923208013191	where does silicon for solar panels come from	817678076_401-1368	Polysilicon is produced from metallurgical grade silicon by a chemical purification process. When produced for the electronics industry, polysilicon contains impurity levels of less than one part per billion, while polycrystalline solar grade silicon is generally less pure. A few companies from China, Germany, Japan, Korea and the United States accounted for most of the worldwide production.
1056055538056864819	who are the singer in we are the world	865654665_14758-15928	`` We Are the World '' opens with Lionel Richie , Stevie Wonder , Paul Simon , Kenny Rogers , James Ingram , Tina Turner, Billy Joel, Michael Jackson, Diana Ross, Dionne Warwick , Willie Nelson, Al Jarreau, Bruce Springsteen , Kenny Loggins , Steve Perry, Daryl Hall, Jackson, Huey Lewis, Cyndi Lauper, Kim Carnes, Bob Dylan, Ray Charles, Stevie Wonder, Charles and Ingram .::We Are the World  was sung by: Lionel Richie , Stevie Wonder , Paul Simon , Kenny Rogers , James Ingram , Tina Turner, Billy Joel, Michael Jackson, Diana Ross, Dionne Warwick , Willie Nelson, Al Jarreau, Bruce Springsteen , Kenny Loggins , Steve Perry, Daryl Hall, Huey Lewis, Cyndi Lauper, Kim Carnes, Bob Dylan and Ray Charles.
2486890634258670634	oldest person to run sub 3 hour marathon	823888554_819-1796	Ed Whitlock, who ran as a teenager and took up the sport again in his forties, first became the oldest person to run a marathon in less than three hours in 2000, at the age of 69, with a time of 2 : 52 : 47. At 73, he set a world record in the marathon for men 70 to 74, running a 2 : 54 : 48, his fastest time after turning 70.::Ed Whitlock, first became the oldest person to run a marathon in less than three hours in 2000, at the age of 69, with a time of 2 : 52 : 47. At 73, he set a world record in the marathon for men 70 to 74, running a 2 : 54 : 48, his fastest time after turning 70.
4244392693230077655	where does the blue line stop at o'hare	802646416_830-1826	The station is located underneath the O'Hare parking garage and lines up with no street in the city.::O'Hare is the ' L ' station, a subway station located at O'Hare International Airport, at the northwestern terminus of the CTA 's Blue Line .
5356540889206579700	when did auburn start rolling toomer's corner	804066545_6967-8396	A tradition known as `` rolling the corner '' or `` rolling Toomer's'' is often said to have begun when Toomer's Drugs had the only telegraph in the city.  The corner likely first began to be rolled at least semi-regularly in the late 1960s or early 1970s. The massive celebration at Toomer's Corner following Auburn's win in the 1972 Iron Bowl is often cited as the first time the corner was rolled; however, by that time fans had been rolling the corner for at least a year.
8620478841315128514	who wrote the lyrics to praying by kesha	819080804_449-1530	``Praying'' was written by the singer Kesha with Ben Abraham, Andrew Joslyn, and its producer, Lewis.
5148452182007422801	where does the blackstone river start and end	788693126_3369-4036	Blackstone River is formed in Worcester , Massachusetts, and it flows into the Seekonk River just north of Providence .
921772316947644510	what is the difference between idukki dam and cheruthoni dam	862619667_1675-2870	The Idukki Dam is the tallest double curvature arch dam in Asia. Cheruthoni is the largest and highest gravity dam in Kerala.
-4264848230489705906	under the constitution of india the official language of the union is	838084992_205-1152	The Constitution of India designates the official language of the Government of India as Hindi written in the Devanagari script, as well as English. There is no national language as declared by the Constitution of India.  States within India have the liberty and powers to specify their own official language (s) through legislation.
1259676413158557988	titanic movie how much money did it make	852350478_1953-2933	With an initial worldwide gross of over $1.84 billion , Titanic was the first film to reach the billion - dollar mark .A 3D version of Titanic , released on April 4 , 2012 to commemorate the centennial of the sinking , earned it an additional $343.6 million worldwide , pushing the film 's worldwide total to $2.18 billion.::Its initial worldwide gross was over $1.84 billion and an additional $343.6 million worldwide was earned by its 3D version, pushing the film 's worldwide total to $2.18 billion.
2363075220462425811	what were the earliest tomb structures on mainland greece called	855774264_47564-48629	The earliest Mycenaean burials were mostly in individual graves in the form of a pit or a stone - lined cist and offerings were limited to pottery and occasional items of jewellery. Mycenaean burials are in actuality an indigenous development of mainland Greece with the Shaft Graves housing native rulers .
-2474057951028841926	where does sound get converted into neural impulses ​	818791905_6271-7097	In the auditory system, hair cells convert the mechanical energy into electrical signals (graded receptor potentials) which travel along auditory nerves to hearing centres in the brain.
8111479006060115846	where was harry potter and philosopher's stone filmed	865117314_18387-20433	Filming began on 17 September 2000 at Leavesden Film Studios.  Principal photography took place at North Yorkshire's Goathland railway station.  Alnwick Castle and Gloucester Cathedral were eventually selected as the principal locations for Hogwarts, with some scenes also being filmed at Harrow School.  Other Hogwarts scenes were filmed in Durham Cathedral.  Oxford University 's Divinity School served as the Hogwarts Hospital Wing, and Duke Humfrey's Library, part of the Bodleian.  Filming for Privet Drive took place on Picket Post Close in Bracknell, Berkshire.  London's Australia House was selected as the location for Gringotts Wizarding Bank, while Christ Church, Oxford was the location for the Hogwarts trophy room.  London Zoo and King's Cross Station were used as well.::Harry Potter and the Philosopher's Stone was filmed at Leavesden Film Studios, at North Yorkshire 's Goathland railway station, at North Yorkshire 's Goathland railway station , in Privet Drive, in Leavesden Film Studios , at London 's Australia House, at Christ Church , Oxford , and at Christ Church , Oxford .
6540007985598209423	where is costa maya mexico on the map	828382682_64-689	"Costa Maya is a small tourist region in the municipality of Othón P. Blanco in the state of Quintana Roo , Mexico , the only state bounded by the Caribbean Sea to its east .
The beach extends from Xcalak in the south to the southern border of Sian Ka'an in the north.::Costa Maya is in the municipality of Othón P. Blanco in the state of Quintana Roo , Mexico, and it is bounded by the Caribbean Sea to its east. The municipality is close to Chetumal on the border with Belize."
-2455407888358249298	where did the saying a monkey's uncle come from	817060115_74-1045	"The earliest example of the term monkey 's uncle, seen in the idiom ""I 'll be a monkey 's uncle"", is the phrase If that 's a joke I 'm a monkey 's uncle , from an Ohio newspaper on 8 February 1925. The phrase was originally a sarcastic remark made by creationists. The notion that people were descended from apes was considered blasphemous, and it was for this reason that the sarcastic phrase came into use."
6449943764633929385	who plays in the nfl hall of fame game	806474076_889-2189	Since 1971 , the opponents for each Pro Football Hall of Fame Game have traditionally included one AFC team and one NFC team . In 2009 , as recognition of the 50th anniversary of the American Football League , the game paired two AFC teams who were part of the `` original eight '' franchises of the AFL , the Tennessee Titansand the Buffalo Bills was inducted into the Hall that year . In 2009 , as recognition of the 50th anniversary of the American Football League , the game paired two AFC teams who were part of the `` original eight '' franchises of the AFL , the Tennessee Titans ( dressed as their previous incarnation , the Houston Oilers ) and the Buffalo Bills , whose owner , Ralph Wilson , was inducted into the Hall that year .::Since 1971, the opponents for each Pro Football Hall of Fame Game have traditionally included one AFC team and one NFC team. In 2009, as recognition of the 50th anniversary of the American Football League, the game paired two AFC teams who were part of the `` original eight '' franchises of the AFL, the Tennessee Titansand the Buffalo Bills was inducted into the Hall that year.   Since 2012, both competing teams in the game has had at least one prominent alumnus being inducted into the Hall that year.
5169768510269824664	what was significant in the allied victory at the first battle of the marne	841435647_2380-3105	The battle of the Marne was a major turning point of World War I.   It seemed that Paris would be taken as the two main German armies continued through France.  The war became a stalemate when the Allied Powers won the Battle of the Marne, and it was one of the most important single events in the entire war.   The German retreat left the Schlieffen Plan in ruins.::The battle of the Marne was a major turning point of World War I. The war became a stalemate when the Allied Powers won the Battle of the Marne, and it was one of the most important single events in the entire war.
-2699495951359536681	when will my id is gangnam beauty air	866274769_909-1335	My ID is Gangnam Beauty is a 2018 South Korean television series premiered on JTBC on July 27, 2018 and aired every Friday and Saturday at 23: 00 (KST).::My ID is Gangnam Beauty premiered on JTBC on July 27 , 2018 and aired every Friday and Saturday at 23 : 00 ( KST ) .
4135843512170087102	where was the movie killing season filmed at	778895247_2597-3754	The filming was in the Appalachian Mountains of north Georgia, Tallulah Gorge State Park and Black Rock Mountain State Park, Sweetwater Creek State Park , and the Pine Mountain Gold Museum in Stockmar Park in Villa Rica, and in Sofia , Bulgaria.
-3251040939302426767	where is the addicks reservoir located in houston	804601185_937-1598	Addicks Reservoir is situated on the north side of Interstate 10. It extends slightly north of Clay Road and between Barker-Cypress Road to the west and Sam Houston Tollway to the east. State Highway 6 bisects the reservoir north to south. The West Houston Airport is located within the western edge of the Addicks reservoir, between Barker-Cypress Road and State Highway 6.::Addicks Reservoir is situated on the north side of Interstate 10. It extends slightly north of Clay Road and between Barker-Cypress Road to the west and Sam Houston Tollway to the east.
2236002926538723240	what is the difference between an alsatian and a german shepard	815710723_1012-2032	The German Shepherd originated in Germany. It was once known as the Alsatian in Britain and Ireland.
2135286440972591655	who sings beer is good god is great	858256176_1348-2191	The song `` People Are Crazy '' has a 4 / 4 time signature and a moderate tempo, using a main chord pattern of F -- C -- Dm -- B ♭, and Currington's vocals range from B ♭ 3 to D5.
8901292802421487689	what was the result of the munich pact	800588266_2216-3198	The Munich Agreement was a settlement permitting Nazi Germany's annexation of portions of Czechoslovakia along the country's borders mainly inhabited by German speakers, for which a new territorial designation ``Sudetenland'' was coined. The purpose of the conference was to discuss the future of the Sudetenland in the face of ethnic demands made by Adolf Hitler. Today, it is widely regarded as a failed act of appeasement toward Germany.
-3148453295410874694	where does the book of numbers take place	827918213_2132-3070	Numbers begins at Mount Sinai and the task is to take possession of the Promised Land. The book ends with the new generation of Israelites in the Plain of Moab ready for the crossing of the Jordan River.
-8062952504582910336	when was the fort in st augustine built	853954210_914-1785	The Castillo de San Marcos is the oldest masonry fort in the continental United States, located in the city of St. Augustine, Florida. Construction began in 1672 and the core of the current fortress was completed in 1695.
-7122427983702172442	who composed blue in green with miles davis	797966185_764-1723	It has long been speculated that pianist Bill Evans wrote ``Blue in Green'', even though the LP and most jazz fakebooks credit only Davis with its composition. In his autobiography, Davis maintains that he alone composed the songs on Kind of Blue. Evans himself said that he had written the song. Evans recounted that when he suggested that he was entitled to a share of the royalties, Davis wrote him a check for 25 dollars.
-7062754068608194364	where was willie wonka and the chocolate factory filmed	846477311_11483-12403	The primary shooting location was Munich, West Germany, because it was significantly cheaper than filming in the United States. The closing sequence when the Wonkavator is flying above the factory is footage of Nördlingen in Bavaria.::The primary shooting location was Munich, Bavaria, West Germany, because it was significantly cheaper than filming in the United States. The locations include the gasworks of Stadtwerke München, Quellenstraße in Munich, Bavaria, Katholisches Pfarramt St. Sylvester, Biedersteiner Straße 1, and Lilienstraße in Munich.  The closing sequence when the Wonkavator is flying above the factory is footage of Nördlingen in Bavaria.
1643650142061436731	advantages and disadvantages of indirect rule in nigeria	822759343_4003-5299	Indirect rule was cheaper and easier for the European powers, and in particular it required fewer administrators, but it did have a number of problems as they were not always supported by the local population.  Many chosen by the European ruling classes were conservative elders, and thus indirect rule fostered a conservative outlook among the indigenous population and marginalized the young intelligentsia.
2965302259064024817	why do the twins have tc on their hats	852793304_10850-12236	The name ``Twins'' was derived from the popular name of the region, the Twin Cities (Minneapolis and St. Paul). Griffith was determined not to alienate fans in either city by naming the team after one city or the other. The team was allowed to keep its original ``TC'' (for Twin Cities) insignia for its caps.
5738411111040367538	who is also known as the ironman of india	849690897_2413-3392	As the first Home Minister and Deputy Prime Minister of India, Vallabhbhai Patel organized relief efforts for refugees fleeing from Punjab and Delhi and worked to restore peace. His commitment to national integration in the newly independent country was total and uncompromising, earning him the sobriquet ``Iron Man of India''.::As the first Home Minister and Deputy Prime Minister of India, Patel organized relief efforts for refugees fleeing from Punjab and Delhi and worked to restore peace. His commitment to national integration in the newly independent country was total and uncompromising, earning him the sobriquet `` Iron Man of India ''.
1972991476692813374	what is the definition of the 3/5 compromise	816068689_3667-4676	The Convention accepted that representation in the House of Representatives would be in proportion to the relative state populations. Delegates opposed to slavery proposed that only free inhabitants of each state be counted, while delegates supportive of slavery, opposed, wanting slaves to count. The compromise that was finally agreed upon - of counting ``all other persons'' as only three-fifths of their actual numbers reduced the representation of the slave states, but improved it over the Northern position.
2605232880890390346	how did the location of chicago influence its development	835835418_1659-2789	"When the city we know today was initially founded in the 1830s , the land was swampy and most of the early building began on low dunes around the Chicago River 's mouth .
Thus, the paradox of Chicago 's development as a city in the 19th century became taking advantage of its geography, but also overcoming its limitations .::When the city we know today was initially founded in the 1830s, the land was swampy and most of the early building began on low dunes around the Chicago River's mouth. In early spring the Des Plaines river would overflow  
through Mud Lake to the South Branch of the Chicago River, forming a favorite portage for early traders. Thus, the paradox of Chicago's development as a city in the 19th century became taking advantage of its geography, but also overcoming its limitations."
5251906236748447955	where did 11 go in stranger things season 1	822291943_4807-5486	The first season begins in November 1983, when Will Byers is abducted by a creature from the Upside Down. A young psychokinetic girl called Eleven escapes from the laboratory and assists Will's friends, Mike, Dustin and Lucas, in their efforts to find Will.
8300251386376937771	where does the yadkin river begin and end	852503247_1278-1907	The Yadkin River rises in the northwestern portion of the state near the Blue Ridge Parkway's Thunder Hill Overlook.   The river becomes the Pee Dee River at the confluence of the Uwharrie River south of the community of Badin, NC and east of the town of Albemarle , NC.
9102599640838448290	when would an anti-lock braking system start to work	850204966_8527-9573	When a wheel significantly rotates faster or slower compared to the vehicle speed, the anti-lock braking system includes a central electronic unit (ECU), the function of which is to control the braking force applied to the wheel, making it turn faster or slower. Some anti-lock systems can apply or release braking pressure 15 times per second .
-6758203437990247039	what is the meaning of homonyms and example	831063233_126-1122	In linguistics, homonyms, broadly defined, are words which sound alike or are spelled alike, but have different meanings. Examples of homonyms are the pair stalk (part of a plant) and stalk (follow / harass a person) and the pair left (past tense of leave) and left (opposite of right).
-196235548409142738	how did the battle of antietam represent an important turning point in the civil war	823682186_9007-9613	The Battle of Antietam, fought September 17, 1862, was the bloodiest single day of conflict in American military history. It marked the end of Robert E. Lee's invasion of the North to entice the slave holding state of Maryland to join the Confederacy, or at least recruit soldiers there. He failed in that objective; he also failed in marshaling Northern fears and opinions to pressure a settlement to the war.
-6276621952225273870	what led to the birth of the samurai	842719539_2174-3765	After the Taika Reform issued by Prince Naka - no - Ōe in 646 AD, the Japanese aristocracy adopted the Tang dynasty political structure, and the population was required to report regularly for the census.  Emperor Monmu introduced a law whereby 1 in 3 -- 4 adult males were drafted into the national military.  This was one of the first attempts by the Imperial government to form an organized army modeled after the Chinese system.  The Taihō Code classified most of the Imperial bureaucrats into 12 ranks, and those of 6th rank and below were referred to as `` samurai '' and dealt with day - to - day affairs.
-8378446884950901817	where does the money from the peachtree road race go	804731271_11921-12492	The race must pay between $25,000 and $30,000 to government agencies for their costs of supporting the race . T - shirts for runners and volunteers are estimated to cost over $200,000 . The race also pays $25,000 for its timing system and $100,000 for contract labor .Profits from the  Peachtree Road Race entry fees and sponsorships are used to fund the Atlanta Track Club .
-5475045522764731499	what did rhea do to her sixth son	835222403_2024-2836	Rhea gave birth to Zeus, her sixth son, in Crete, and hid her infant son Zeus in a cave on Mount Ida.  Her attendants, the warrior - like Kouretes and Dactyls, acted as a bodyguard for the infant Zeus, helping to conceal his whereabouts from his father.
1864155973280871311	earliest version of house of the rising sun	804625970_1175-2203	According to Alan Lomax, ``Rising Sun'' was used as the name of a bawdy house in two traditional English songs and it was also a name for English pubs. Vance Randolph proposed an alternative French origin, the ``rising sun'' referring to the decorative use of the sunburst insignia dating to the time of Louis XIV, which was brought to North America by French immigrants.
6284621885222531883	who sings human again in beauty and the beast	811582359_725-1598	The song is an upbeat waltz, with lyrics sung by several of the enchanted objects / house servants in the castle of the Beast, who are hopeful that now that he and Belle are getting closer to one another, they could fall in love and break the spell on their castle, which would restore all of them to human form.  The song also expands the role of The Wardrobe, giving her a solo verse in the number. Cogsworth (David Ogden Stiers), Mrs. Potts (Angela Lansbury), and The Wardrobe (Jo Anne Worley).::In the film, ``Human Again'' is primarily performed by Lumière (Jerry Orbach), Cogsworth (David Ogden Stiers), Mrs. Potts (Angela Lansbury), and The Wardrobe (Jo Anne Worley).
-992946657879654844	why do they speak french in burkina faso	806821798_1219-2048	The official language of French was introduced when France colonized Burkina Faso in 1919.   Despite the fact that fewer than 15 percent of the population uses French on a day - to - day basis, there is a high amount of support in keeping French as the language of instruction because it provides children a pathway to social mobility and assures continued economic support for education.
5486829859909323069	names of singers in we are the world	865654665_14758-15928	``We Are the World'' opens with Lionel Richie, Stevie Wonder, Paul Simon, Kenny Rogers, James Ingram, Tina Turner and Billy Joel singing the first verse. Michael Jackson and Diana Ross follow, completing the first chorus together. Dionne Warwick, Willie Nelson and Al Jarreau sing the second verse, before Bruce Springsteen, Kenny Loggins, Steve Perry and Daryl Hall go through the second chorus. Co-writer Jackson, Huey Lewis, Cyndi Lauper and Kim Carnes follow with the song's bridge. It concludes with Bob Dylan and Ray Charles.
7810495561790533956	where was the first season of dukes of hazzard filmed	862771571_7749-8875	The first five episodes were filmed in Covington and Conyers , Georgia and surrounding areas , including some location work in nearby Atlanta. Executives at Warner Bros planned to move production from Georgia to the Warner Bros. lot in Burbank , California.::The first five episodes were filmed in Covington and Conyers, Georgia and surrounding areas, including some location work in nearby Atlanta. Executives at Warner Bros planned to move production from Georgia to the Warner Bros. lot in Burbank, California.
-7593916744299474425	what does a derrick hand do on an oil rig	796869962_82-1454	The Derrickhand or Derrickman position varies greatly from one drilling rig to another. The name derrickhand comes from the position they typically occupy, which is at the top of the derrick. From this position they guide the stands of drill pipe into the fingers at the top of the derrick while tripping ( removing the drill string ) out of the hole. Traditionally, the derrickhand also works closely with the mud engineer when not tripping pipe since they are not needed in the derrick. In this capacity it is their responsibility to monitor pH and calcium levels, viscosity and the mud weight. The derrickhand is also responsible for the transfer of additional fluids or chemicals from bulk silos or tanks to the mud system.::The Derrickhand or Derrickman position varies greatly from one drilling rig to another.  They guide the stands of drill pipe into the fingers at the top of the derrick while tripping (removing the drill string) out of the hole. Traditionally, the derrickhand also works closely with the mud engineer when not tripping pipe since they are not needed in the derrick. In this capacity it is their responsibility to monitor pH and calcium levels, viscosity and the mud weight. The derrickhand is also responsible for the transfer of additional fluids or chemicals from bulk silos or tanks to the mud system.
4885360614085850476	what does saturated and unsaturated mean in organic chemistry	807789929_150-856	"A saturated compound is a chemical compound that has a chain of carbon atoms linked together by single bonds and 
an unsaturated compound is a chemical compound that contains carbon - carbon double bonds or triple bonds , such as those found in alkenes or alkynes , respectively ."
-30148574934243683	what was the date hurricane irma hit florida	846074941_2088-3510	Irma made landfall on Cudjoe Key with winds at 130 mph on September 10, 2017.
2803922540069541127	when is a judge obliged to follow the decision laid down in another court	841963119_99-1168	In common law legal systems, a precedent, or authority, is a principle or rule established in a previous legal case that is either binding on or persuasive for a court or other tribunal when deciding subsequent cases with similar issues or facts.  The principle by which judges are bound to precedents is known as stare decisis.
-3949850024005836109	who sang dancing on my own on britain's got talent	843025135_1878-3027	On 11 April 2015, for the ninth series of Britain's Got Talent, Calum Scott performed a cover of Robyn's ``Dancing on My Own'', which he had heard Kings of Leon performing on BBC Radio 1's Live Lounge in 2013.
9013743054529681732	who sang old flames can't hold a candle to you	847128540_674-1392	`` Old Flames Ca n't Hold a Candle to You '' is a country song written by singer - songwriter Pebe Sebert and Hugh Moffatt . It was later covered by Dolly Parton. In 2013 , Sebert 's daughter , Kesha , released an acoustic cover of the song as part of her extended play Deconstructed .::``Old Flames Can't Hold a Candle to You'' is a country song written by singer - songwriter Pebe Sebert and Hugh Moffatt. It was later covered by Dolly Parton. In 2013, Sebert's daughter, Kesha, released an acoustic cover of the song as part of her extended play Deconstructed.
-6234672101093964759	who was the movie draft day based on	841197567_5858-6668	The movie Draft Day is based on the team Cleveland Browns including Justin Gilbert, Johnny Manziel and Chris Berman who played himself in the fictionalized draft.
1668359715335116313	who wrote most of the bee gees songs	801799733_504-1245	The Bee Gees consisted of brothers Barry, Robin, and Maurice Gibb, wrote all of their own hits, as well as writing and producing several major hits for other artists.
-7724315765094590729	what is the problem in the one and only ivan	842389284_1679-2443	Ruby , a baby elephant is brought to the Big Top Mall to live with Stella and learn new tricks. Stella gets sick and just before Stella passes away, she asks Ivan to take care of Ruby and find her a better place. While Mack, the owner of the Big Top Mall is trying to train Ruby to do tricks, Ivan witnesses first hand the abuse to which she is subjected and starts to decide how to keep his promise to Stella.
